sep=;
Time;cpu/usage_rate.sum;cpu/request.sum;performance.gold.users
2019-08-05T11:20:26.500Z;null;null;undefined
2019-08-05T11:20:27.000Z;null;null;undefined
2019-08-05T11:20:27.500Z;null;null;undefined
2019-08-05T11:20:28.000Z;null;null;undefined
2019-08-05T11:20:28.500Z;null;null;undefined
2019-08-05T11:20:29.000Z;null;null;undefined
2019-08-05T11:20:29.500Z;null;null;undefined
2019-08-05T11:20:30.000Z;1523;1500;undefined
2019-08-05T11:20:30.500Z;null;null;undefined
2019-08-05T11:20:31.000Z;null;null;undefined
2019-08-05T11:20:31.500Z;null;null;undefined
2019-08-05T11:20:32.000Z;null;null;undefined
2019-08-05T11:20:32.500Z;null;null;undefined
2019-08-05T11:20:33.000Z;null;null;undefined
2019-08-05T11:20:33.500Z;null;null;undefined
2019-08-05T11:20:34.000Z;null;null;undefined
2019-08-05T11:20:34.500Z;null;null;undefined
2019-08-05T11:20:35.000Z;null;null;undefined
2019-08-05T11:20:35.500Z;null;null;undefined
2019-08-05T11:20:36.000Z;null;null;undefined
2019-08-05T11:20:36.500Z;null;null;undefined
2019-08-05T11:20:37.000Z;null;null;undefined
2019-08-05T11:20:37.500Z;null;null;undefined
2019-08-05T11:20:38.000Z;null;null;undefined
2019-08-05T11:20:38.500Z;null;null;undefined
2019-08-05T11:20:39.000Z;null;null;undefined
2019-08-05T11:20:39.500Z;null;null;undefined
2019-08-05T11:20:40.000Z;null;null;undefined
2019-08-05T11:20:40.500Z;null;null;undefined
2019-08-05T11:20:41.000Z;null;null;undefined
2019-08-05T11:20:41.500Z;null;null;undefined
2019-08-05T11:20:42.000Z;null;null;undefined
2019-08-05T11:20:42.500Z;null;null;undefined
2019-08-05T11:20:43.000Z;null;null;undefined
2019-08-05T11:20:43.500Z;null;null;undefined
2019-08-05T11:20:44.000Z;null;null;undefined
2019-08-05T11:20:44.500Z;null;null;undefined
2019-08-05T11:20:45.000Z;1531;1500;undefined
2019-08-05T11:20:45.500Z;null;null;undefined
2019-08-05T11:20:46.000Z;null;null;undefined
2019-08-05T11:20:46.500Z;null;null;undefined
2019-08-05T11:20:47.000Z;null;null;undefined
2019-08-05T11:20:47.500Z;null;null;undefined
2019-08-05T11:20:48.000Z;null;null;undefined
2019-08-05T11:20:48.500Z;null;null;undefined
